
02.10.2021 23:08:05.506 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.477 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.482 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.489 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.495 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.502 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.507 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.513 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.520 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.526 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.532 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.539 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.547 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.556 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.563 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.569 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.578 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.585 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.590 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.597 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.604 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.609 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.616 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.624 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.632 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.641 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.651 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.657 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.663 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.670 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.676 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.682 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.687 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.692 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.698 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.704 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.709 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.715 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.721 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.727 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.731 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.737 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.744 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.748 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.754 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.761 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.766 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.772 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.778 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.782 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.788 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.794 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.799 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.805 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.811 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.816 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.823 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.829 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.835 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.840 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.847 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.853 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.858 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.864 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.870 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.874 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.880 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.887 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.892 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.898 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.903 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.909 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.915 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.921 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.928 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.934 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.941 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.947 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.954 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.961 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.973 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.982 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:11.993 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:12.002 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:12.013 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:12.024 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:12.034 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:12.040 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:12.048 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:12.055 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:12.063 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:12.069 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:12.074 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:12.080 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:12.087 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:12.095 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:12.102 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:12.108 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:12.116 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:12.127 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:12.133 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:12.140 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:12.148 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:12.154 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:12.162 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:12.169 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:12.176 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:12.182 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:12.189 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:12.196 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:12.203 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:12.209 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:12.222 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:12.232 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:12.238 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:12.244 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:12.249 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:12.255 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:12.261 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:12.266 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:12.272 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:12.278 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:12.285 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:12.291 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:12.298 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:12.306 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:12.312 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:12.319 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:12.326 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:12.334 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:12.340 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:12.347 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:12.353 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:12.363 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
